City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
3,Mariahu,IN,55.36,clear sky,25.6167,82.6167,THAKUR GATE
17,Havelock,US,65.01,moderate rain,34.8791,-76.9013,Sherwood Motel
22,Port Alfred,ZA,69.4,light rain,-33.5906,26.891,The Halyards Hotel
24,Lompoc,US,56.37,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
33,Boende,CD,69.6,overcast clouds,-0.2167,20.8667,
35,Lebu,CL,56.95,broken clouds,-37.6167,-73.65,Hostal Las Lilas
42,Gasa,PS,51.91,overcast clouds,31.5,34.4667,رابطة الفنانين الفلسطينيين
53,Coquimbo,CL,64.13,clear sky,-29.9533,-71.3436,Hostel Del Puerto
55,Ancud,CL,53.22,clear sky,-41.8697,-73.8203,Hotel Arena Gruesa
57,Faya,SA,51.91,scattered clouds,18.3851,42.4509,املاك خالد الشعشوع
66,Port Elizabeth,ZA,67.1,overcast clouds,-33.918,25.5701,39 On Nile Guest House
68,Cavalcante,BR,69.33,overcast clouds,-13.7975,-47.4583,Pousada Vila dos Ipês
69,East London,ZA,65.34,broken clouds,-33.0153,27.9116,Tu Casa
75,Airai,TL,68.45,overcast clouds,-8.9266,125.4092,
76,Tezu,IN,59.59,overcast clouds,27.9167,96.1667,Circuit House
78,Cape Town,ZA,65.88,clear sky,-33.9258,18.4232,Southern Sun Waterfront Cape Town
83,Surt,LY,54.01,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
85,Praia Da Vitoria,PT,57.76,broken clouds,38.7333,-27.0667,Hotel Branco I
87,Simao,CN,68.43,clear sky,22.7886,100.9748,Changyu Hotel
91,San Quintin,MX,55.74,few clouds,30.4833,-115.95,Don Eddie's Landing
92,Rio Gallegos,AR,50.05,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
94,Victoria,HK,66.18,broken clouds,22.2855,114.1577,Mini Hotel Central
98,Dakar,SN,68.88,clear sky,14.6937,-17.4441,Redface Studios Meublés
104,Necochea,AR,64.04,moderate rain,-38.5473,-58.7368,dyd -mar Hotel
107,Gunjur,GM,64.47,clear sky,13.2019,-16.7339,Dalaba Eco-Lodge Gambia
108,Ponta Do Sol,PT,63.01,broken clouds,32.6667,-17.1,Hotel do Campo
121,Bredasdorp,ZA,67.32,scattered clouds,-34.5322,20.0403,Bredasdorp Country Manor
128,Castro,BR,64.24,broken clouds,-24.7911,-50.0119,CHACARA BAILLY
129,Mar Del Plata,AR,67.08,light rain,-38.0023,-57.5575,Gran Hotel Mar del Plata
132,Rabo De Peixe,PT,56.71,few clouds,37.8,-25.5833,Quinta das Giestas
141,Coihaique,CL,54.21,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
142,Chuy,UY,68.04,scattered clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
150,Ribeira Grande,PT,58.86,few clouds,38.5167,-28.7,Quinta da Meia Eira
157,Bangui,CF,64.58,overcast clouds,4.3612,18.555,SAM HOTEL
160,Artesia,US,64.38,clear sky,33.8658,-118.0831,Days Inn & Suites by Wyndham Artesia
163,Beirut,LB,50.74,drizzle,33.8889,35.4944,"Crowne Plaza Beirut, an IHG Hotel"
166,Plettenberg Bay,ZA,63.77,clear sky,-34.0527,23.3716,Thanda Vista B&B
169,Marsa Matruh,EG,53.8,scattered clouds,31.3525,27.2453,Beau Site
170,Half Moon Bay,US,56.32,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
171,Saint Andrews,US,56.7,few clouds,34.0454,-81.1293,Baymont by Wyndham Columbia Northwest
177,Cabo San Lucas,MX,63.95,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
179,Lumeje,AO,63.21,overcast clouds,-11.55,20.7833,
187,Samfya,ZM,63.14,overcast clouds,-11.3649,29.5565,Chita Lodge Samfya
189,Menongue,AO,61.47,moderate rain,-14.6585,17.691,Ritz Lauca
193,Abha,SA,51.62,clear sky,18.2164,42.5053,Abha Hotel
198,High Rock,BS,68.02,clear sky,26.6208,-78.2833,Hideaway Bahamas Beach Club
200,Hermanus,ZA,64.8,clear sky,-34.4187,19.2345,Misty Waves Boutique Hotel
201,Copiapo,CL,67.01,clear sky,-27.3667,-70.3333,San Francisco de La Selva
204,Mount Pleasant,US,61.09,moderate rain,32.7941,-79.8626,Best Western Patriots Point
213,Salina Cruz,MX,67.19,clear sky,16.1667,-95.2,Amerik HOTEL
218,Vila Franca Do Campo,PT,57.61,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
226,Dutse,NG,55.18,clear sky,11.7594,9.3392,Central Mosque Galamawa
228,Constitucion,CL,57.74,few clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
229,Nouadhibou,MR,64.38,few clouds,20.931,-17.0347,El Medina
232,Gat,IL,51.4,overcast clouds,31.61,34.7642,OlusHome
233,Qarqin,AF,56.86,clear sky,37.4185,66.0436,
235,Coahuayana,MX,66.67,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
236,Nchelenge,ZM,66.88,overcast clouds,-9.3451,28.734,KD Travellers Home
243,Kasongo-Lunda,CD,66.74,light rain,-6.4667,16.8167,
248,Ghosi,IN,61.68,clear sky,26.1083,83.5436,Bhudisagar
253,Vallenar,CL,68.18,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
257,Guerrero Negro,MX,59.18,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
260,Hualmay,PE,69.51,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
276,Tura,IN,57.34,scattered clouds,25.5198,90.2201,Hotel RIKMAN Continental
280,Bahir Dar,ET,63.91,few clouds,11.5936,37.3908,"Delano Hotel, Bahir Dar"
281,Arlit,NE,53.26,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
285,Atar,MR,66.83,few clouds,20.5169,-13.0499,Oumou Elghoura
292,Taltal,CL,67.21,clear sky,-25.4,-70.4833,Residencial Karime
296,Larnaca,CY,52.21,scattered clouds,34.9167,33.6292,Flamingo Beach Hotel
297,Tigzirt,DZ,55.78,broken clouds,36.8886,4.1198,Bloc D tazoumbirt (amar)
298,Ukiah,US,51.39,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
299,Montevideo,UY,67.82,scattered clouds,-34.8335,-56.1674,KOLPING Hotel
307,Etchojoa,MX,60.28,clear sky,26.9167,-109.6333,Cuadra RT
313,Charagua,BO,69.06,overcast clouds,-19.8,-63.2167,Hotel
316,Adrar,MR,60.76,clear sky,20.5022,-10.0711,
320,Lagoa,PT,57.56,broken clouds,39.05,-27.9833,Casa Das Faias
323,Tukrah,LY,50.95,clear sky,32.5341,20.5791,Lagrota restaurant
335,La Palma,US,64.42,clear sky,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
336,Zambezi,ZM,62.64,overcast clouds,-13.5432,23.1047,Royal Kutachika Lodge
342,Pinheiro Machado,BR,69.06,broken clouds,-31.5783,-53.3811,Hotel e Restaurante Quitandinha
350,Trelew,AR,56.48,scattered clouds,-43.249,-65.3051,Hotel Touring Club
355,Shakawe,BW,66.38,broken clouds,-18.3667,21.85,Ditlhapi Guest House
358,Muros,ES,51.24,broken clouds,42.7762,-9.0603,Apartment Av. Castelao
370,Port Shepstone,ZA,70.0,moderate rain,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
375,Shenzhen,CN,66.07,broken clouds,22.5455,114.0683,Shenzhen Shanghai Hotel
377,Rangapara,IN,61.05,overcast clouds,26.8167,92.65,Bidhan
379,Hounde,BF,67.08,clear sky,11.5,-3.5167,Carrefour où ouvriers dorment
388,Taoudenni,ML,61.74,broken clouds,22.6783,-3.9836,
390,Waslala,NI,65.62,clear sky,13.2333,-85.3833,
393,Guerrero,MX,63.16,scattered clouds,17.6667,-100.0,Villaxochilt
398,Paidha,UG,68.7,overcast clouds,2.4167,30.9855,OPIPAAF (OTHUMBA PITHUA PALWONGA )
399,Pacific Grove,US,54.57,clear sky,36.6177,-121.9166,Lovers Point Inn
401,Sal Rei,CV,68.56,clear sky,16.1833,-22.9167,Marine Club Beach Resort
402,Hirara,JP,64.26,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
409,Ponta Delgada,PT,57.92,few clouds,37.7333,-25.6667,Vila Nova Hotel
416,Gazanjyk,TM,50.38,few clouds,39.2446,55.5154,Railway motel
427,Makokou,GA,67.62,broken clouds,0.5738,12.8642,Hôtel
429,Banka,IN,63.23,broken clouds,24.8833,86.9167,Hotel Krrish Inn
434,Pisco,PE,66.25,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
436,Graaff-Reinet,ZA,57.92,scattered clouds,-32.2522,24.5308,Rietjiesbos Self Catering
439,Jieshi,CN,58.95,broken clouds,22.8134,115.8257,Yuehai Hotel
443,Durban,ZA,69.93,moderate rain,-29.8579,31.0292,Hilton Durban
449,Rawalpindi,PK,53.26,clear sky,33.6007,73.0679,Hotel Akbar International
451,Chakia,IN,61.57,broken clouds,26.4167,85.05,Adarsh home 🏠
452,Henderson,US,50.14,clear sky,36.0397,-114.9819,Hawthorn Suites By Wyndham Las Vegas/Henderson
453,Tambacounda,SN,69.85,clear sky,13.7539,-13.7586,
457,Marsaxlokk,MT,57.07,clear sky,35.8419,14.5431,Water's Edge
458,Tessaoua,NE,54.73,clear sky,13.7574,7.9874,Benin Dan Kaabou Heberge
460,Umm Kaddadah,SD,54.82,clear sky,13.6017,26.6876,
462,Caluquembe,AO,59.74,overcast clouds,-13.7833,14.6833,Hotel Kalukembe
463,Bilma,NE,53.04,clear sky,18.6853,12.9164,Expeditions Ténére voyages
464,Laguna,US,54.34,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
475,Abapo,BO,65.59,broken clouds,-18.8333,-63.4667,
476,San Carlos De Bariloche,AR,55.56,broken clouds,-41.1456,-71.3082,Hotel Patagonia
479,Kruisfontein,ZA,64.89,broken clouds,-34.0033,24.7314,Oyster Bay House Rental
480,Mill Valley,US,56.19,scattered clouds,37.906,-122.545,Best Western Corte Madera Inn
501,Nador,MA,61.05,clear sky,35.174,-2.9287,Hôtel La Giralda
506,Sesheke,ZM,66.09,overcast clouds,-17.4759,24.2968,Protea Hotel by Marriott Zambezi River Lodge
511,Kijabe,KE,61.41,overcast clouds,-0.933,36.5758,Moffat Guesthouse
515,Puqi,CN,51.08,clear sky,29.7167,113.8833,Ramada Plaza Chibi
525,Masvingo,ZW,64.22,light rain,-20.0637,30.8277,River Side Lodge
527,Graneros,CL,62.96,clear sky,-34.0667,-70.7333,Campo Escuela Callejones Park
529,Nkongsamba,CM,63.81,clear sky,4.9547,9.9404,Hotel Yodi Chute D' Ekom Nkan
532,Batie,BF,68.23,clear sky,9.8833,-2.9167,Auberge SONDAR AFACI
534,Maradi,NE,55.36,clear sky,13.5,7.1017,NRC office
541,Bowmore,US,60.64,clear sky,34.9421,-79.3031,
548,Caiaponia,BR,68.65,overcast clouds,-16.9567,-51.8103,HOTEL PALACE AVENIDA & CAIAPÓ TURISMO
577,Massakory,TD,60.42,clear sky,12.996,15.7293,
581,Pacifica,US,56.14,scattered clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
582,Lodja,CD,67.44,overcast clouds,-3.4833,23.4333,
584,Licheng,CN,51.73,overcast clouds,23.2955,113.8284,Xincheng Tourism Industry
586,Saldanha,ZA,57.25,clear sky,-33.0117,17.9442,Blue Bay Lodge
593,Gushikawa,JP,62.6,broken clouds,26.3544,127.8686,Kirari Guest House
595,Old Shinyanga,TZ,63.41,overcast clouds,-3.55,33.4,
596,Doha,QA,66.18,clear sky,25.2867,51.5333,Movenpick Hotel Doha
598,Cameron Park,US,51.73,scattered clouds,38.6688,-120.9872,Quality Inn & Suites Cameron Park Shingle Springs
601,A Coruna,ES,50.58,overcast clouds,43.3713,-8.396,Hotel Zenit Coruña
603,Jibuti,DJ,60.22,scattered clouds,11.5,42.5,Orchid Main Camp Goubet
604,Teguise,ES,61.02,clear sky,29.0605,-13.564,B&B La Casona de Nazaret
605,Benghazi,LY,55.71,clear sky,32.1167,20.0667,Tibesti Hotel
606,Puerto Penasco,MX,54.91,scattered clouds,31.3167,-113.5333,Playa Bonita Resort
609,Berberati,CF,63.32,overcast clouds,4.2612,15.7922,MAIRIE DE BERBERATI
610,San Vicente,AR,66.83,light rain,-26.6167,-54.1333,Complejo Turístico Farelluk
611,Hope Mills,US,64.49,clear sky,34.9704,-78.9453,"Holiday Inn Express & Suites Hope Mills-Fayetteville Arpt, an IHG Hotel"
612,Araria,IN,56.7,overcast clouds,26.15,87.5167,Ravin Hotel
617,Nishihara,JP,62.65,broken clouds,26.1842,127.7558,Minshuku Agaihama
625,Valera,VE,68.45,clear sky,9.3178,-70.6036,Hotel Camino Real
630,Goundam,ML,59.88,clear sky,16.4145,-3.6708,
647,Dori,BF,60.57,clear sky,14.0354,-0.0345,Hôtel Liptako
653,Ambikapur,IN,65.19,clear sky,23.1167,83.2,Hotel Birendra Prabha
656,Umm Lajj,SA,61.23,scattered clouds,25.0213,37.2685,Moon light Furnished Units
657,Aswan,EG,51.1,clear sky,24.0934,32.907,Nuba Nile
669,Rawson,AR,57.54,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
670,San Rafael,AR,63.3,broken clouds,-34.6177,-68.3301,Hotel San Rafael
673,Torrevieja,ES,57.52,overcast clouds,37.9787,-0.6822,Hotel Fontana Plaza
680,Monte Carmelo,BR,67.19,broken clouds,-18.7247,-47.4986,Park hotel
684,Sindou,BF,68.49,clear sky,10.6667,-5.1667,LERABA HOTEL
686,Dhanwar,IN,62.2,scattered clouds,24.4167,85.9833,K G N HOTEL
687,Naze,JP,56.32,overcast clouds,28.3667,129.4833,Shishime Hotel
691,Dublin,US,55.26,clear sky,37.7021,-121.9358,Pleasanton Marriott
694,Ulenje,TZ,55.36,light rain,-8.9333,33.6833,
701,Tocopilla,CL,69.03,clear sky,-22.092,-70.1979,Hotel Galvarino
702,Jalingo,NG,66.67,clear sky,8.8833,11.3667,Debright Motel
703,Los Llanos De Aridane,ES,58.12,clear sky,28.6585,-17.9182,Valle Aridane
713,Alikalia,SL,61.75,clear sky,9.1667,-11.4,
715,Lima,PE,68.25,clear sky,-12.0432,-77.0282,Gran Hotel Bolivar Lima
717,Sasaram,IN,65.79,clear sky,24.951,84.0149,Circuit House
725,San Jose,US,56.28,smoke,37.3394,-121.895,The Westin San Jose
732,Lixourion,GR,53.26,overcast clouds,38.2019,20.4314,Hotel Summery
736,Salinas,US,54.82,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
743,Basti,IN,59.86,scattered clouds,26.8,82.7167,SPOT ON 43231 Hotel Aura Inn SPOT
746,Ouagadougou,BF,66.33,clear sky,12.3642,-1.5383,Centrale Hotel
748,Abu Zabad,SD,57.7,scattered clouds,12.35,29.25,حامد محمد نور
749,Kidal,ML,55.13,clear sky,18.4411,1.4078,
760,Xiangxiang,CN,50.32,few clouds,27.7333,112.5333,Huatai International Hotel
763,Iranshahr,IR,55.74,clear sky,27.2025,60.6848,نیک سرشت
770,North Myrtle Beach,US,63.37,moderate rain,33.816,-78.68,Avista Resort
772,Sokolo,ML,65.73,clear sky,14.7328,-6.1219,
774,Tulsipur,NP,56.25,few clouds,28.131,82.2973,Ekanta Hotel Pvt. Ltd
778,Vilhena,BR,68.0,overcast clouds,-12.7406,-60.1458,Hotel Mirage
787,Trapani,IT,55.58,broken clouds,37.8333,12.6667,
788,Mbengwi,CM,60.55,scattered clouds,6.0167,10.0,Senate Hotel
790,Sherpur,BD,63.41,overcast clouds,25.0188,90.0175,জামালপুর মডেল ছাত্রাবাস
800,Livingstonia,MW,64.49,overcast clouds,-10.606,34.1063,Stone House Guest House
802,Rocha,UY,65.34,broken clouds,-34.4833,-54.3333,Hotel Arrarte
808,Chipinge,ZW,65.03,broken clouds,-20.1883,32.6236,Chipinge Breeze Lodge
812,Santa Barbara,US,52.36,clear sky,34.7333,-120.0343,Upper Ballard Campground
816,Bossangoa,CF,68.18,overcast clouds,6.4926,17.4552,LA PERLE DE BOSTON
819,Asosa,ET,61.0,broken clouds,10.0667,34.5333,Blendana Hotel Assosa
822,Tessalit,ML,55.11,clear sky,20.1986,1.0114,
828,Faxinal,BR,65.44,overcast clouds,-24.0003,-51.3194,Hotel Pires
835,Montes Claros,BR,69.58,clear sky,-16.735,-43.8617,ibis Montes Claros Shopping
838,Tombouctou,ML,58.23,clear sky,20.0,-3.0,
849,Lucapa,AO,61.41,overcast clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
850,Miraflores,MX,61.45,few clouds,19.2167,-98.8083,Hotel Mansión
